id,full_text,Stigmatizing,Anti-stigmatizing,News/Facts/misinformation,Political ,other,comments,Number of assigned labelles,,,
1255202490695499778,@anderscorr @NJ_Timothy The #ChineseCommunistParty is a threat for whole world. Wrong headed #XiJinping is a real sick man of earth. It’s wake up call for the west. #CCPVirus . #CCP endangered the world by covering up the truth for more than a month during early #COVID19 outbreak. #CCP_is_terrorist,,,,1,,,1,,,
1255211083473674241,"Get done with this govt.
They came to power on the bandwagon of #FightAgainstcorruption, but now the biggest scamsters are being written off when the #India battles #Chinesevirus 

 #MehulChoksi #RBI",,,,1,,,1,,,
1255246098786107394,"Many thousands of jobs lost in the news tonight. Terrible for those affected. But threatening to us all. 
The huge cost of our reaction to #wuhanvirus is now going to start to be payable. Payable often by the country's poorest/vulnerable.
But #Lockdown may have saved some lives.",,,1,,,,1,,,
1255275509384175618,This is #coronajihad #TablighiJamatVirus #muslimsspreadingcorona https://t.co/tEb9uILV8J,,,,,1,opinion,1,,,
1255287096400584705,"#Coronavirus #COVID19 started in #Wuhan City of #China.

We know this because @WHO told us so on January 5, 2020.

Senator Chris Murphy never complains about #LymeDisease being named after Lyme, #Connecticut.

#WuhanVirus #ChinaVirus #WuFlu https://t.co/KnXBdL47i5 https://t.co/c82urA6Geg",,,1,,,,1,,,
1255303765336489985,"@isaacstonefish #CCP China is just 'wolf warrior' papertiger. #Australia should not back down and hold China accountable for #WuhanVirus outbreak... 
And for milk formula.

#chinazi 
#MilkTeaAlliance https://t.co/EWwqAkXSxX",,,,1,,,1,,,
1255310086844678145,“Dr. Wu said she believes the coronavirus at the root of the pandemic is one of 50 viruses in a database Ms. Shi manages”- Wow #CCPVirus  https://t.co/t5jlOJsnXW,,,1,,,,1,,,
1255348850325422080,"We're done with China! 
Boycott everything from #China.
#ChinaLiedPeopleDied 
#ChinaVirus 
#FuckChina
#StopEatingAnythingThatCrawlsSlithersBarksETC",,,,,1,opinion,1,,,
1255370829254266881,@paulafriunity @thequietpeace @TheRightMelissa @realDonaldTrump He give 3.7 million grant to Wuhan that created the #wuhanvirus or #obamavirus you guys are blaming trump,,,,1,,,1,,,
1255376383112593408,Chinese official hijacks Health Minister’s press conference https://t.co/yf4lu8lzST via @newscomauHQ #CCPVirus Victoria Australia is now officially a province of the CCP! #COVID19AUS,,,1,,,,1,,,
1255392325490147329,"In-Person Experiences Will Come Back Stronger Than Ever Post COVID-19  

@CampaignExpUK @iDExperiential @iAMiMP @VDAinc

#experiential #brandexperience #brand #marketing #advertising #doingsoon #covid19 #covid #wuhanvirus  https://t.co/dcOvNCDrU8",,,1,,,,1,,,
1255411935731949568,"@globaltimesnews Who could have imagined Strongest nation as #China don't have guts to tell the truth &amp; will kill it's own people
#China must be taken 2 task with extreme sanctions
#CCPVirus #coronavirus #ChinaLied
@realDonaldTrump

@AngelaMerkelCDU

@BorisJohnson

@KremlinRussia_E  @ANI https://t.co/1s4cxnVYH7",,,1,,,,1,,,
1255412456152760323,"@USA_China_Talk @SecPompeo China communist party  is the greatest threat to world peace and stability. #XiJinping took actions he knew would spread #coronavirus beyond #China, thereby crippling other countries and killing innocent people. We must hold him and his regime accountable #BoycottChina 🙏RT",,,,1,,,1,,,
1255438088349929474,"ZERO cases...,FOURTH STRAIGHT day (total STILL 1077): hashtags ONE-NINE in hashtag TEN &amp; ELEVEN (April 29, 2020; 18:00 HKT) #wuhancoronavirus #wuhanpneumonia #wuhanvirus #CHINESEvirus #CHINAvirus #wuhanflu #CHINESEflu #COVID2019 #COVID19 #HONGKONG #HK",,,1,,,,1,,,
1255442054630576130,"@zlj517 China communist party  is the greatest threat to world peace and stability. #XiJinping took actions he knew would spread #coronavirus beyond #China, thereby crippling other countries and killing innocent people. We must hold him and his regime accountable #BoycottChina 🙏RT",,,,1,,,1,,,
1255442320775942144,"“Harbin outbreak threatens China’s coronavirus recovery” China lie again? #ChinaLiedPeopleDied #CCPVirus #DecoupleChina #AnywherebutChina 

 https://t.co/yfakh9Jhl9",,,1,,,,1,,,
1255442334218686471,"@ChangeBao @Jeesonchong @zlj517 China communist party  is the greatest threat to world peace and stability. #XiJinping took actions he knew would spread #coronavirus beyond #China, thereby crippling other countries and killing innocent people. We must hold him and his regime accountable #BoycottChina 🙏RT",,,,1,,,1,,,
1255446712254173186,"@huuredhat @HuXijin_GT China communist party  is the greatest threat to world peace and stability. #XiJinping took actions he knew would spread #coronavirus beyond #China, thereby crippling other countries and killing innocent people. We must hold him and his regime accountable #BoycottChina 🙏RT",,,,1,,,1,,,
1255457258412130304,Communist China ‘has lost face in the eyes of the world’ https://t.co/BWFzoq81TB via @YouTube #CCP #CCP_is_terrorist #BoycottChina #CCPLiedPeopleDied #WuhanVirus #ChinaMustPay #ChineseBioterrorism #ChinaVirus #censorship #FreedomOfSpeech #Humanright #Quitchina,,,,1,,,1,,,
1255469411932266496,"Fact is that #CCPChina is the gun stuck to shoe of world. It had cunningly developed trade &amp; economic leverages which it now seeks to use to blackmail. #DebtTrap of #BRI is prime example.

Enough of deceit. Will not work anymore. #BoycottChina

 https://t.co/Em5Zlmybib",,,,1,,,1,,,
1255471919844986889,"CoronaVirus Crisis is Worse than Economic Crisis of 2008
https://t.co/nPXIezsZid

#debtcollection #coronaeffect #debtindia #debtcollectionagency
#creditreportsindia #coronaindia https://t.co/eb2GUiHCz9",,,1,,,,1,,,
1255479943104016384,"I love when my computer scans documents and emails for viruses!  I didn't know the #WuFlu could be so dangerous.

#COVID19",,,,,1,opinion,1,,,
1255502009660248064,"@WHO #bioterrroist @DrTedros #bioterrorism #WHO
#communistvirus 
#CCPvirus 
#chinesevirus 
#wuhanlabvirus 
#syntheticvirus
#chinamustexplain
#DissolveWHO 
#actagainstWHO
#arresttedros
#makepaychina
#chinavirus
#kungflu
@realDonaldTrump act against china,@UN @WHO",,,,,1,opinion,1,,,
1255520286855909380,@LindseyGrahamSC has an message for Dems re #China https://t.co/xZCNLRFtF4 @YouTube @GaDPH #ChinaLiedPeopleDied @GovKemp @DNC @DNCWarRoom @HouseDemocrats @HouseDemWomen @dscc @SenateDems #ChinaMustExplain #SanctionChina #WuhanVirus #Wuhan #WuhanCoronaVirus @FoxNews @GOP https://t.co/YNvCJE1Zl3,,,1,,,,1,,,
1255545324720054275,"Top 5 Best Online 3D Area Rugs 8x10 And Cartoon Area Rugs And 3D Floor Rugs And 3D Runner Rugs And 3D Rugs For Living Room And 3D Rose Rugs Shopping site 
 👉buy now https://t.co/Gd7Zzjuppe👈
#3d_area_rugs  #COVID19 #coronavirus #COVIDー19 #twitterlawsays #aliexpress #3darearugs https://t.co/bEIQdgkG5y",,,,,1,ad,1,,,
1255559026949136385,"You think bad guys are taking s break from the #CCPVirus. Think Again....

https://t.co/amCNkq0t1Y",,,1,,,,1,,,
1255589019934588928,"Another African-American woman, from NY now, was denied TWICE #COVID19 testing &amp; later died of the #CCPVirus. Last month, a woman in Georgia was sent home &amp; died. The #USA needs the #TaiwanModel here now! It is criminal to turn anyone away from care now.
https://t.co/8ezMNLJkyS",,,1,,,,1,,,
1255623800072228866,"No solution for these jaahils😢😢
#coronavirus #India #coronajihad https://t.co/I7rcpGFvR0",,,,,1,video,1,,,
1255696151615078402,@vijman88 @elonmusk Right from beginning he says #Chinavirus is hoax and we are over reacting ... dont know whats wrong with him?,,,,,1,que,1,,,
1255711903583617024,Can We Compare China to Nazi Germany? https://t.co/xc6zpPKAFH via @YouTube #CCP #CCP_is_terrorist #BoycottChina #CCPLiedPeopleDied #WuhanVirus #ChinaMustPay #ChineseBioterrorism #ChinaVirus #censorship #FreedomOfSpeech #Humanright #Quitchina #propaganda,,,1,,,,1,,,
1255761859795247104,"#Indian female medical officer welcomed home after 20 days of return serving #covid19 patients 

#coronaindia #coronafighters #corona #India #indiafightcorona https://t.co/LVItgHbPQP",,,1,,,,1,,,
1255770645113106433,"some preventive measures to follow 
.
.
.

#covid_19 #covid #covidー19 #covid19news #covidindia #coronavirus #corona #coronaout #coronaoutbreak #corona2020 #coronaquarantine #coronavirus #coronaindia #stayhome #staysafe #staysafeeveryone #staysafestayhome #wearyourmask #wearmask https://t.co/Qk2Un55g4t",,,1,,,,1,,,
1255793860401180672,"Read this nonsense!
Both sides of this “argument” are complete fiction. I’d be laughing if it wasn’t so heckn stupid
#CCPLiedPeopleDied #ChinaLies #CCP_is_terrorist #CCPVirus #COVID19 https://t.co/D9ug7VWZO3",,,1,,,,1,,,
1255803649445498887,MADE AT HOME: Sign The Pledge To Boycott #China  https://t.co/kqr9EsoGOd via @Politicalite #BoycottChina,,,1,,,,1,,,
1255852601771319296,"Kerala Covid 19 Updates
#Covid19 #covid19india #corona #coronaindia #coronakerala #kochi #covidupdates #viakochi #kochiupdates #ernakulam https://t.co/09NTYyrNcp",,,1,,,,1,,,
1255868432861605888,"@AirChinaNA @CSAIRGlobal @ChinaEasternNA 

Your airlines are not welcomed on American soil or American airspace.

#FuckChina #BoycottChina #Coronavirus #COVID19 #Chinavirus #ChinaMustPay #AssassinateXiJinping #WuhanVirus #ChinaLiedPeopleDied #nukechina https://t.co/FXQ53IrJEy",,,1,,,,1,,,
1255872789858353157,"Victims of CCP Virus in China Begin Lawsuits to Hold Regime Accountable

https://t.co/ov7Qdt0Sm2

#CCPVirus #COVID19 #CoronavirusOutbreak",,,1,,,,1,,,
1255882858247319552,"""what she gonna resent it to death?""
#covid19 #coronavirus #Chinavirus
https://t.co/37VOJJb6RY",,,1,,,,1,,,
1255962705007005696,"@OwenJones84 Owen wish u face uglier than this by hand of #pisfuls may karma hit u hard n u get fc...... 

#IslamicRepublicVirus 
#IslamicCoronaJehad 
#islamicvirus 

may u ...........by #coronavirus #coronajihad https://t.co/3Ms86O6p1d",,,,,1,opinion,1,,,
1255992738044133378,"#Newsweek Follows #NationalFile’s Lead, Reports #Fauci Funded #Wuhan #Coronavirus Research 

#FireFauci #FauciFraud #FauciBloodOnHisHands #ChinaVirus #FuckChina #Chinamustfall 

https://t.co/gCTxBRHZSs",,,1,,,,1,,,
1256030697795596289,"Just one of the reasons to kick out China from the @UN and @WHO as well we should stop all trade with them.
#WuhanVirus #ChineseVirus #ChinaLiedPeopleDied #FuckChina https://t.co/Cah7tb47uM",,,1,,,,1,,,
1256092705626533888,‘Serious repercussions’ for retaliating against China https://t.co/77mp0CuOHY via @YouTube #CCP #CCP_is_terrorist #BoycottChina #CCPLiedPeopleDied #WuhanVirus #ChinaMustPay #ChineseBioterrorism #ChinaVirus #censorship #FreedomOfSpeech #Humanright #Quitchina #propaganda,,,1,,,,1,,,
1256094032142295040,@ChuckWagon645 @thehill Well we know China has been lying. They would have to be number 1 in deaths. #Chinavirus,,,,,1,opinion,1,,,
1256098755406737411,How is it that prisoners are testing positive for COVID-19?  They’ve been at a “Stay in Order” since the beginning of their sentence!  #COVID__19 #coronavirus #coronavirususa #SocialDistancing #socialisolation,,,1,,,,1,,,
1256107239909269505,#China shamelessly stoops down to levels best associated to #chinazi #ChinaLiedPeopleDied #coronavirus Such a country just doesn't want to stop to prove what they are🤐 to the global community. #chinaisracist #china_is_disastrous #China_is_terrorist @globaltimesnews @XHNews https://t.co/Phx8fcm7k0,,,1,,,,1,,,
1256120616563945472,"BIG BREAKING: Cachar, Hailakandi and Karimganj classified under GREEN ZONE. 
The Union health ministry has split 733 districts across India into red, orange and green zones. 
#Covid19 #Assam #Cachar #BarakValley #Karimganj #Hailakandi #Chinavirus #Silchar https://t.co/W5FJNLMGEA",,,1,,,,1,,,
1256121130890321920,"As of 30/4/2020 12:00

Confirmed       14088 (+216)
　Hospitalized  11727 (+140)
　Discharged    3466 (+92)
　Death         415 (+26)

Excluding Diamond Princess cruise ship

Dashboard: https://t.co/8DxtfiJYZH

#COVID19 #Covid_19 #coronavirus #coronavirusjapan",,,1,,,,1,,,
1256126666507780096,@LetsFaceItUK @SkyNews China has to be isolated from the world. No travel no trade until #china can be trusted not to infect the world again. #China has to pay for its #COVID19Pandemic The world can no longer afford #China its eating habits &amp; arrogance treating the world as lab rats #Virus #madeinchina,,,,,1,opinion,1,,,
1256127393116422144,@SkyNews China has to be isolated from the world. No travel no trade until #china can be trusted not to infect the world again. #China has to pay for its #COVID19Pandemic The world can no longer afford #China its eating habits &amp; arrogance treating the world as lab rats #Virus #madeinchina,,,,,1,opinion,1,,,
1256156891517906945,General Secretary of the United Nations and World Leaders: Remove China from UN Security Council permanent members - Sign the Petition! https://t.co/Qo5N6SpmFw via @Change #CCP_is_terrorist #CCPChina #ccpvirus #coronavirus #ChinaLiedPeopleDied #COVID19,,,,1,,,1,,,
1256162604138913792,"TWO new cases (total: 1079): hashtags ONE-NINE in hashtag TEN (May 1, 2020; 18:00 HKT) #wuhancoronavirus #wuhanpneumonia #wuhanvirusMADEINCHINA #CHINESEvirus #wuhanvirus #CHINAvirus #wuhanflu #COVID2019 #COVID19 #HONGKONG",,,1,,,,1,,,
1256175560616632320,"@HuXijin_GT Good little obedient Communist wumao pet. Extra social credit score for you this month. From your extensive experience of your knees, does #XiJinping’s cock taste like honey? #WuhanVirus #MadeInChina #ChinaLiedPeopleDied #BoycottChineseProducts #FuckChina https://t.co/aC7pCy3Jjv",,,,,1,rant,1,,,
1256191823514501120,"Trump Claims He Has Seen Evidence Coronavirus Outbreak Began In Chinese Lab - Kerry Picket

Just do it.
#FuckChina https://t.co/nRnG8OhYDf",,,1,,,,1,,,
1256194352356958209,"@ABC First of all, the 60K figure of so called coronavirus deaths is not true as in most cases, #CCPVirus didn’t CAUSE the death. Do you honestly believe TRACING in this country is possible and effective?",,,,,1,opinion,1,,,
1256201458749341697,[CCP Virus #中共病毒] Dozens Of Patients In Wuhan Have Developed 'Chronic' Coronavirus Infections | [ #武漢肺炎 (  COVID-19)  #Wuhancoronavirus] Zero Hedge https://t.co/JVafoYaOoo,,,1,,,,1,,,
1256233047428661249,"I can't believe that the Chinese Ambassador to the UK has the nerve to deny that the corona virus originated in #China and the cover up that continues through him. The world should #SanctionChina after they have caused so much death, so much suffering and loss to everyone.",,,,,1,opinion,1,,,
1256234730510524418,#Corona #China #ChineseVirus #MakeChinaPay #ChinaLiedAndPeopleDied #ChinaMustExplain #COVID__19 #COVIDー19 #lockdown #Chinamustfall #ChinaLies Ban products with tag #madeinchina #CoronavirusPandemic #CoronaUpdates #CoronavirusOutbreak,,,,,1,opinion,1,,,
1256250827687235595,@thehill Instead of #coronavirus or #WuhanVirus or #Chinavirus.. it should be called the #DeadlyJustTrump or #DJT for short,,,,,1,opinion,1,,,
1256257953683947524,@CDCgov @ChrisGem65 Instead of #coronavirus or #WuhanVirus or #Chinavirus.. it should be called the #DeadlyJustTrump or #DJT for short,,,,,1,opinion,1,,,
1256295604675850246,"I must admit, I'm very impressed at how smart the #Chinesevirus is. It doesn't infect you at @Walmart, @Target, @Costco, supermarkets, et al. but it's sure to get you at churches, hair/nail salons, restaurants, bars, etc. #coronavirus #COVID19 #CoronaHoax #COVID19Hoax #ChinaLied",,,,,1,opinion,1,,,
1256296050836541441,"@paddycosgrave This proves we ARE NOT IN IT TOGETHER   would they TAX US IN A "" FAMINE "" TOO ????? #plandemic #Irishlockedup #coronavirus #BillGatesIsEvil #FakeWho #wholiedandpeopledied #chinaliedandpeopledied https://t.co/89CJwZQQVL",,,1,,,,1,,,
1256297928064466945,"#Trump Meets With Americans Who Recovered From #CCPVirus #
https://t.co/4za4ayhbys
 
Download The Epoch Times app to see our exclusive Coronavirus coverage and daily updates:https://t.co/77IRvtxtY8",,,1,,,,1,,,
1256480482641887232,"Here's the thing: right now IDGAF if #ChinaLied.
Let's reduce the impact of #Covid19 in our own country *right now*.
#epidemiologists can look at cause, &amp; #politicians can look at blame once we've got drugs to reduce death &amp; illness sorted.
#stayHome #staySafe #WashYourHands",,,,,1,opinion,1,,,
1256504533506822145,"US intelligence lays bare how China lied about coronavirus outbreak

An assault on international transparency 🤬 but we knew this .... #ChinaLied  https://t.co/FwSgHS4kYe",,,1,,,,1,,,
1256505221943111680,"@timesofindia @turkiyeyabanci In order to stop the spread of #covid19 , #disinfectant products are life-saving.

https://t.co/XwEak900vC

#Coronaindia #IndiaFightsCoronavirus #IndiaFightsCOVID19 #Coronavirus #covid19 #wuhanvirus #Chinavirus #disinfection #protectyourself https://t.co/zND5Pfr8iK",,,,,1,ad,1,,,
