1270445606490771464,#Uyghur #UyghurHolocaust #uyghurpulse #Uyghurlivesmatters #uygur #Uighur #Dogutuerkistandazuluemvar #DoğuTuerkistanYalnızDeğildir #doğutürkistan #uygurlarabayramyok #uyghurgenocide #EastTurkistan #China_is_terrorist #ChinaVirus #Cami BÖLE İYİ Mİ? https://t.co/FieNPa1VCA,Uyghur UyghurHolocaust uyghurpulse Uyghurlivesmatters uygur Uighur Dogutuerkistandazuluemvar DoğuTuerkistanYalnızDeğildir doğutürkistan uygurlarabayramyok uyghurgenocide EastTurkistan China_is_terrorist ChinaVirus Cami,tr,Tue Jun 09 20:00:10 +0000 2020,120179981,tatarislamtürkü,,,,başkent
1270183913130848256,Autopsy Comparison - Coronavirus vs Flu vs Normal Lungs https://t.co/32in3nlY9x via @YouTube. #5G #COVID19 #coronavirususa #Advancedmedicne #Agenda21 #Canada #RETWEET #BillGatesVirus #answers #BeWell #coronavirus #CoronavirusOutbreak #COVID__19 #CoronaVirusUpdates #BeHappy,5G COVID19 coronavirususa Advancedmedicne Agenda21 Canada RETWEET BillGatesVirus answers BeWell coronavirus CoronavirusOutbreak COVID__19 CoronaVirusUpdates BeHappy,es,Tue Jun 09 02:40:18 +0000 2020,831699046226092032,Jason Schmidt,,,,"Stony Plain, Alberta. Canada"
1270184609284624385,"#CCPChina has covered it up since  Oct 2019, #CCP_is_terrorist and #CCPLiedPeopleDied . https://t.co/3e8kfqA6sM",CCPChina CCP_is_terrorist CCPLiedPeopleDied,en,Tue Jun 09 02:43:04 +0000 2020,1179369650179559424,AndrewCCH-HK,,,,Hong Kong
1270184748187553795,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 02:43:37 +0000 2020,915603356026068992,Schola,,,,"Huntsville, AL"
1270184803187306497,Gravitas: Is China blocking a Coronavirus vaccine? https://t.co/OkCg82xTQ2 #CCPVirus #China #COVID19 #SARSCoV2 #coronavirus,CCPVirus China COVID19 SARSCoV2 coronavirus,en,Tue Jun 09 02:43:50 +0000 2020,2585988889,Deplorable GTW,,,,"Washington, USA"
1270185649824567296,#RememberTheVirus #1A #2020ShowedUs #AmericaFirst #ConstitutionOverCoronavirus #ChinaLiedPeopleDied #ChinaVirus #coronapocalypse #DemocratsAreDestroyingAmerica #COVIDIOTS #COVIDIOT #COVID19 #coronavirus #DemocratsTheEnemyWithin #LockdownExtended #EndCovidScamNow #NONSENSE #KAG https://t.co/MRy8TDyIov,RememberTheVirus 1A 2020ShowedUs AmericaFirst ConstitutionOverCoronavirus ChinaLiedPeopleDied ChinaVirus coronapocalypse DemocratsAreDestroyingAmerica COVIDIOTS COVIDIOT COVID19 coronavirus DemocratsTheEnemyWithin LockdownExtended EndCovidScamNow NONSENSE KAG,und,Tue Jun 09 02:47:12 +0000 2020,751101688572940288,Jake,,,,Parts Unknown
1270188297051164673,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 02:57:43 +0000 2020,1245437545770598401,Karan Lynn,,,,"Texas, USA"
1270188380417130496,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 02:58:03 +0000 2020,170416166,Donna Peterson,,,,"Texas, USA"
1270188954910941186,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 03:00:20 +0000 2020,1460673890,Michael Szumega,,,,USA
1270189957693538305,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 03:04:19 +0000 2020,575857218,Jacki Barron ❌🇺🇸✡️⭐️,,,,Left corrupt Chicago for ☀️FL
1270191014926565377,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 03:08:31 +0000 2020,3122123479,Rachel,,,,United States
1270193619555586049,"#ChinaLiedAndPeopleDied 
US Navy Test Shows 60 Percent of Carrier Crew have Coronavirus Antibodies https://t.co/QAvq2XM3x5",ChinaLiedAndPeopleDied,en,Tue Jun 09 03:18:52 +0000 2020,1343382872,Anand K.Vajapeyam,,,,India
1270194633583161345,"Latest WHO guidelines to wash our hands. Because why not..
#WHO 
#coronavirus 
#Covid_19 
#ChinaLiedAndPeopleDied https://t.co/K8MlLaVEql",WHO coronavirus Covid_19 ChinaLiedAndPeopleDied,en,Tue Jun 09 03:22:54 +0000 2020,993846841287442432,Walter White Walker,,,,"Abu Dhabi, United Arab Emirate"
1270197167718674432,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 03:32:58 +0000 2020,932258114,Jenay🇺🇲⭐⭐⭐,,,,   California 
1270197914078294016,"RT @GuoSupporters: 参议员玛莎·布莱克本：
中国共产党很可能从(去年)十月初就知道了冠状病毒的事。
 
但是 #中共 #CCP 一直等到12月31日才说出来。  
#中共国撒谎人民死亡
#ChinaLiedPeopleDied

【转abc新闻网：卫星数据显示…",中共 CCP 中共国撒谎人民死亡 ChinaLiedPeopleDied,zh,Tue Jun 09 03:35:56 +0000 2020,1134966110845935616,GANON007,,,,United States
1270201352996614145,RT @buzzindelhi: #ChinaLiedPeopleDied —-&gt; Satellite images of Wuhan may suggest coronavirus was spreading as early as August - CNN https://…,ChinaLiedPeopleDied,en,Tue Jun 09 03:49:36 +0000 2020,64391036,Rakesh Mehta,,,,"Ahmedabad, Gujarat"
1270202993074483202,"But 20 US #states saw declines &amp; 8 states are ""holding steady.""  And no word about increased #testing - which inevitably finds more cases:  https://t.co/4zbh5EAHRo #mediabias #MSM #MainstreamMedia #GloomandDoom #ChickenLittle #CCPVirus #WuhanVirus #coronavirus #COVID #reopening",states testing mediabias MSM MainstreamMedia GloomandDoom ChickenLittle CCPVirus WuhanVirus coronavirus COVID reopening,en,Tue Jun 09 03:56:07 +0000 2020,790546093,(((Alan Tonelson))),,,,"Riverdale Park, MD "
1270203203271958528,"#Coronavirus may have broken out in the Chinese city of #Wuhan much earlier than previously thought. This raises fresh questions about why the #Chinese government did not alert the world sooner.
https://t.co/ZatqP8KuP0
#COVID__19 #CCP_is_terrorist #StandWithHongKong #ChineseVirus",Coronavirus Wuhan Chinese COVID__19 CCP_is_terrorist StandWithHongKong ChineseVirus,en,Tue Jun 09 03:56:57 +0000 2020,780715168166588416,Andrew_Seadog,,,,"London, England"
1270209926238011399,"#COVID19
#CCPVirus
#WuhanVirus
#ChinaIsAsshoe

Asymptomatic cases rarely spread covid-19.
Focus and track symptomatic cases.
Locked down for nothing. https://t.co/HNhhzAA3eo",COVID19 CCPVirus WuhanVirus ChinaIsAsshoe,en,Tue Jun 09 04:23:40 +0000 2020,826627669240508417,Redacted,,,,People's Republic of Twitter
1270210697809584130,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 04:26:44 +0000 2020,810788174368804864,⚔️Timothy Hamby⚔️,,,,Earth
1270216985872220161,MUST WATCH This is why #CCP censor eveything so they can hide things inside their country. @WHO can't protect China because we know the truth! Great job reporting @crossroads_josh #ccpvirus #COVID19 #ChinaLiedAndPeopleDied #TaiwanCanHelp #MilkTeaAlliance https://t.co/QyXyYJ5pf2,CCP ccpvirus COVID19 ChinaLiedAndPeopleDied TaiwanCanHelp MilkTeaAlliance,en,Tue Jun 09 04:51:43 +0000 2020,136487707,Aaron M,-122.958344,49.239653499999996,"Burnaby, British Columbia, Canada",Canada!
1270217469484052485,"RT @nonsense_planet: @EinsteinsMagic @realDonaldTrump Tedros is a genocidal terrorist. 
#NoMoreUN #CCPVirus #ChinaLiedPeopleDied #WuhanVirus",NoMoreUN CCPVirus ChinaLiedPeopleDied WuhanVirus,es,Tue Jun 09 04:53:38 +0000 2020,4174971676,Portobelo Tondan ⏳,,,,Hotbed of local corruption.
1270218407288303616,"As of 8/6/2020 00:00

Confirmed       17174 (+38)
　Hospitalized  1106 (+24)
　Discharged    15148 (+9)
　Death         916 (+0)

Excluding Diamond Princess cruise ship

https://t.co/8DxtfiJYZH

#COVID19 #Covid_19 #coronavirus #coronavirusjapan",COVID19 Covid_19 coronavirus coronavirusjapan,en,Tue Jun 09 04:57:22 +0000 2020,1250238270706872320,Situation of Coronavirus in Japan,,,,japan
1270220756220182530,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 05:06:42 +0000 2020,873354467281821696,SharonNess⭐️⭐️⭐️,,,,"Montana, USA"
1270220798192738310,RT @buzzindelhi: #ChinaLiedPeopleDied —-&gt; Satellite images of Wuhan may suggest coronavirus was spreading as early as August - CNN https://…,ChinaLiedPeopleDied,en,Tue Jun 09 05:06:52 +0000 2020,211430266,Neeraj Kumar,,,,Delhi
1270222605388259329,"@WIONews @SenRickScott @palkisu That's very likely, given China's total disregard for any kind of life!🙄🙄🙄

#WuhanVirus 
#ChinaLiedPeopleDied 
#BoycottChineseProducts",WuhanVirus ChinaLiedPeopleDied BoycottChineseProducts,en,Tue Jun 09 05:14:03 +0000 2020,746641310853955584,Atheist_Hindu,,,,आवश्यतेनुसार
1270229182472089601,"Wuhan coronavirus may occurred even earlier than the what the Chinese offical reported.

#ChinaLiedPeopleDied #COVID19 https://t.co/AGTvjIxm9A",ChinaLiedPeopleDied COVID19,en,Tue Jun 09 05:40:11 +0000 2020,962876919661211648,Charles_😷,,,,Hong Kong
1270230541493624834,@SanctifybyTruth Sorry but I stopped believing WHO the day it become the bitch of Chinese bat eating shite #ChinaLiedPeopleDie #BoycottChina #boycottchineseproduct #coronaspreader #wuhanvirus,ChinaLiedPeopleDie BoycottChina boycottchineseproduct coronaspreader wuhanvirus,en,Tue Jun 09 05:45:35 +0000 2020,923336072,pratyush Juyal,,,,dehradun
1270232970331389952,@jtiku God is great ! But Ye Coronavirus is from China ! #ChineseVirus19 #ChinaCoronaVirus  😂🙏,ChineseVirus19 ChinaCoronaVirus,en,Tue Jun 09 05:55:14 +0000 2020,126615467,M J 🏍♥️,,,,India
1270236807393935360,"RT @DanaSawan1: @donaldrusso994 Or #WuhanVirus...

#ChinaLiedPeopleDied, but apparently, so have @TheDemocrats...",WuhanVirus ChinaLiedPeopleDied,en,Tue Jun 09 06:10:29 +0000 2020,897687785427140610,Donald Russo,,,,"Easton,  pa"
1270237961456455681,"RT @DanaSawan1: @donaldrusso994 Or #WuhanVirus...

#ChinaLiedPeopleDied, but apparently, so have @TheDemocrats...",WuhanVirus ChinaLiedPeopleDied,en,Tue Jun 09 06:15:04 +0000 2020,936102370672500736,LOVEUSA,,,,"Oregon, USA"
1270240906696724480,"@HSammodra @yueh0903 @ChinaDaily China's communist government neither likes democracy nor freedom. People's voice is suppressed. In a country where there is a democratic system, in the line, the last citizen can also become a President. But this is not possible in a communist country. #BoycottChina #WuhanVirus",BoycottChina WuhanVirus,en,Tue Jun 09 06:26:46 +0000 2020,3298431438,Sandeep Kumawat,,,,"Rajasthan, India"
1270243263581216768,"RT @DanaSawan1: @donaldrusso994 Or #WuhanVirus...

#ChinaLiedPeopleDied, but apparently, so have @TheDemocrats...",WuhanVirus ChinaLiedPeopleDied,en,Tue Jun 09 06:36:08 +0000 2020,4226960114,HALFGHAN (MA4NV5),,,,"El Paso, TX"
1270247973813915648,"@ykSIMhznAKxwX5n I don't need his price. Just i ask Jing ping to send me a Chinese single lady lol 😂😂😂kidding Ok

See this 😢 how much this bastard lying to the World
#WUHANVIRUS
#ChinaLiedPeopleDie https://t.co/SM3os5582a",WUHANVIRUS ChinaLiedPeopleDie,en,Tue Jun 09 06:54:51 +0000 2020,1098888492451577857,🇮🇳꧁҉ཽ❥͜͡ ❤️ÝäŠhVãŘðHâŃ ÅhJà❤️༅,,,,"Mumbai, India"
1270253211941773312,"The chorus of #BoycottChina is growing by the day 
due to the novel #coronavirus that it has introduced to the world.
But is it really possible for us to actually boycott #China 

https://t.co/p3APfTP1uE
#BoycottChineseProduct",BoycottChina coronavirus China BoycottChineseProduct,en,Tue Jun 09 07:15:40 +0000 2020,18186050,MapsofIndia,,,,India
1270253583083044864,"@MarshaBlackburn Total agree.  #CCP since the #WuhanVirus started in #China.  They start up the buy all mask and medic things around the world.
#AntiChinazi 
#ChinaLiedAndPeopleDied",CCP WuhanVirus China AntiChinazi ChinaLiedAndPeopleDied,en,Tue Jun 09 07:17:09 +0000 2020,1162752090873090048,PMS Cheung,,,,香港
1270266763566030848,"@AP &gt; 7.2 million people have been infected by #WuhanVirus more than 408 thousands deaths worldwide and the number is keep growing. We shall not forget China hid the outbreak’s severity and spread disinformation. 
#ChinaLiedPeopleDied 
#ChinaMustPay 
#DecoupleChina
#MilkTeaAlliance",WuhanVirus ChinaLiedPeopleDied ChinaMustPay DecoupleChina MilkTeaAlliance,en,Tue Jun 09 08:09:31 +0000 2020,1266626315626508289,Chin Cheung,,,,Malaysia
1270266852048924672,"The novel #coronavirus might have been spreading in #China as early as August 2019, according to #Harvard Medical School research based on satellite images of hospital travel patterns and search engine data. Via @Reuters 
#COVID19 #ChinaLiedPeopleDied",coronavirus China Harvard COVID19 ChinaLiedPeopleDied,en,Tue Jun 09 08:09:52 +0000 2020,397349769,jitendra,,,,New Delhi
1270266960777895941,"RT @HK_EpochTimes: 程曉容： #中共推出 #抗疫白皮書 繼續 #撒謊
⚡️中共是「依法、公開、透明、負責任」嗎？
⚡️中共「不計代價搶救生命」？
⚡️中共為何急於洗白？
全文👉https://t.co/3Re0zRimcZ
#CCPVirus #CCP #co…",中共推出 抗疫白皮書 撒謊 CCPVirus CCP,zh,Tue Jun 09 08:10:18 +0000 2020,1165796436719521792,🇯🇵COCO&冠軍小妹🇯🇵,,,,國際宇宙ステーション
1270269435752984577,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 08:20:08 +0000 2020,1167738667009552384,Secret Stranger UK,,,,"Land of Green Ginger, England"
1270272177867124736,@BrandonStraka I demand consequences for China DELIBERATELY spreading the #WuhanVirus #ChinaLiedPeopleDied,WuhanVirus ChinaLiedPeopleDied,en,Tue Jun 09 08:31:02 +0000 2020,1162814666029985792,Dianna❤TrumpCult45🇺🇸🇺🇸,,,,"Oregon, USA"
1270272228727255040,"#WHO #Wuhan #COVID19 #中共病毒 #武漢肺炎 #pandemic #ChinaLiedPeopleDied #TedrosLiedPeopleDied

https://t.co/4tBqrwyWEf",WHO Wuhan COVID19 中共病毒 武漢肺炎 pandemic ChinaLiedPeopleDied TedrosLiedPeopleDied,und,Tue Jun 09 08:31:14 +0000 2020,457784701,🇭🇰🇺🇸🇬🇧🇨🇦🇦🇺🇹🇼🇯🇵🇹🇭🇮🇳,,,,Hong Kong
1270272862520213505,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 08:33:45 +0000 2020,24059337,E. L. McGuire ⭐️⭐️⭐️🇺🇸,,,,Central VA
1270277333543460870,RT @buzzindelhi: #ChinaLiedPeopleDied —-&gt; Satellite images of Wuhan may suggest coronavirus was spreading as early as August - CNN https://…,ChinaLiedPeopleDied,en,Tue Jun 09 08:51:31 +0000 2020,250784913,EquateAll 🇮🇳,,,,India
1270282919479820288,Shame on China #ChinaLiedAndPeopleDied #Chinaisevil https://t.co/0vhQ7pE31i,ChinaLiedAndPeopleDied Chinaisevil,en,Tue Jun 09 09:13:43 +0000 2020,20329803,Emilie,,,,PARIS 16
1270285801981689856,"China LIED and must be HELD ACCOUNTABLE !! 

Satellite and search data shows had problem and HID FROM WORLD !

RT IFBAP

#COVID #ChinaMustPay #ChinaLiedAndPeopleDied #ChinaLiedPeopleDied #CNN #FoxNews #realDonaldTrump https://t.co/Ob75gTifAR",COVID ChinaMustPay ChinaLiedAndPeopleDied ChinaLiedPeopleDied CNN FoxNews realDonaldTrump,en,Tue Jun 09 09:25:10 +0000 2020,14062361,Delawaredave,,,,Delaware
1270293598890717184,#ChinaLiedPeopleDied https://t.co/Npdix1MZDZ,ChinaLiedPeopleDied,und,Tue Jun 09 09:56:09 +0000 2020,75622661,Nikhilesh Nadkarni,,,,India
1270294517350977536,"@globaltimesnews Abeh CHINI ke paalei huye kutte 
Kitna bhokke ga reh tu 
Zabre dukh jayenge thoda chup jo jaa
#ChinaLiedAndPeopleDied 
#ChineseVirus #BoycottChina #XiJinpingIsWinnieThePooh #WuhanVirus",ChinaLiedAndPeopleDied ChineseVirus BoycottChina XiJinpingIsWinnieThePooh WuhanVirus,hi,Tue Jun 09 09:59:48 +0000 2020,1268585837173911552,Neeraj Deb,,,,"Guwahati, India"
1270294953088843778,"CHINI ke paalei huye kutte bhokk rahe hain
Chinta maat kijiye inko k kath k khaya jayega chinio k dwara
#ChinaLiedAndPeopleDied 
#ChineseVirus #BoycottChina #XiJinpingIsWinnieThePooh #WuhanVirus https://t.co/0dOxdCyU9X",ChinaLiedAndPeopleDied ChineseVirus BoycottChina XiJinpingIsWinnieThePooh WuhanVirus,hi,Tue Jun 09 10:01:32 +0000 2020,1268585837173911552,Neeraj Deb,,,,"Guwahati, India"
1270296119143051264,@globaltimesnews No one trusts China anymore.....The world hates China! #WuhanVirus #WuhanCoronovirus #ChinaLiedAndPeopleDied,WuhanVirus WuhanCoronovirus ChinaLiedAndPeopleDied,en,Tue Jun 09 10:06:10 +0000 2020,46467882,raj_up 🚩,,,,India
1270299412959342602,"RT @EnzoMazak: I think #chinese nationalism is more deadly than #wuhanvirus. Once it’s in the brain, you’re pretty fucked up. Just look at…",chinese wuhanvirus,en,Tue Jun 09 10:19:15 +0000 2020,1166864134262022145,YumeChin😷🖐🏻☝🏻齊上齊落💛,,,,Hong Kong
1270300297802457089,"#WuhanVirus #coronavirus #ChinaLiedAndPeopleDied #LULZSEC #USDA 

MOAR corona humor

if ya cant laff ya might as well k*ll yerself https://t.co/z66hf5c3w9 https://t.co/BkJdT3fX5g",WuhanVirus coronavirus ChinaLiedAndPeopleDied LULZSEC USDA,en,Tue Jun 09 10:22:46 +0000 2020,1126981034069909509,Free Box,,,,The best place in the ME
1270302184475942912,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 10:30:16 +0000 2020,27927742,Roger Landrum,,,,"Cedartown, Ga."
1270302250859220992,#BoycottChineseProducts #China #coronavirus #ChineseProduct #BoycottChina https://t.co/xaS0e0LH4n,BoycottChineseProducts China coronavirus ChineseProduct BoycottChina,und,Tue Jun 09 10:30:32 +0000 2020,878193146,vinaytaparia,,,,"Jaipur, India"
1270302614744215552,"@nytimesworld It’s not only about HK now; #CCP’s hands have covered the globe, take a look at #WuhanVirus, the Free World needs to #StandWithHongKong and resist China’s infiltration and threat together. 

#BoycottChina 
#MakeChinaPay 
#CCP_is_terrorist 
#Chinazi",CCP WuhanVirus StandWithHongKong BoycottChina MakeChinaPay CCP_is_terrorist Chinazi,en,Tue Jun 09 10:31:59 +0000 2020,1178863987766652928,joel,,,,Hong Kong
1270302993469112321,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 10:33:29 +0000 2020,944887782719225856,John Blozik,,,,"Davidsville, PA"
1270305451905658883,"#coronavirus #COVID19 #CCP_is_terrorist #CCP #ChinaLiedAndPeopleDied #ChineseVirus #china #ChinaMustPay #japan #usa #England #uk #taiwan
#ccpchinajudgmentday
#ccp_is_evil_government
#ICantBreath https://t.co/RpL9waIsjT",coronavirus COVID19 CCP_is_terrorist CCP ChinaLiedAndPeopleDied ChineseVirus china ChinaMustPay japan usa England uk taiwan ccpchinajudgmentday ccp_is_evil_government ICantBreath,und,Tue Jun 09 10:43:15 +0000 2020,1177029499176677376,Alice ko,,,,Yau Tsim Mong District
1270305556750692352,"#coronavirus #COVID19 #CCP_is_terrorist #CCP #ChinaLiedAndPeopleDied #ChineseVirus #china #ChinaMustPay #japan #usa #England #uk #taiwan
#ccpchinajudgmentday
#ccp_is_evil_government
#ICantBreath https://t.co/gLcSvLrTjp",coronavirus COVID19 CCP_is_terrorist CCP ChinaLiedAndPeopleDied ChineseVirus china ChinaMustPay japan usa England uk taiwan ccpchinajudgmentday ccp_is_evil_government ICantBreath,und,Tue Jun 09 10:43:40 +0000 2020,1177029499176677376,Alice ko,,,,Yau Tsim Mong District
1270306763577802752,"#coronavirus #COVID19 #CCP_is_terrorist #CCP #ChinaLiedAndPeopleDied #ChineseVirus #china #ChinaMustPay #japan #usa #England #uk #taiwan
#ccpchinajudgmentday
#ccp_is_evil_government
#ICantBreath https://t.co/X49170oQu2",coronavirus COVID19 CCP_is_terrorist CCP ChinaLiedAndPeopleDied ChineseVirus china ChinaMustPay japan usa England uk taiwan ccpchinajudgmentday ccp_is_evil_government ICantBreath,und,Tue Jun 09 10:48:28 +0000 2020,1177029499176677376,Alice ko,,,,Yau Tsim Mong District
1270308912097452032,"#coronavirus #COVID19 #CCP_is_terrorist #CCP #ChinaLiedAndPeopleDied #ChineseVirus #china #ChinaMustPay #japan #usa #England #uk #taiwan
#ccpchinajudgmentday
#ccp_is_evil_government
#ICantBreath
#icantbreathe https://t.co/GOIH6ag4gx",coronavirus COVID19 CCP_is_terrorist CCP ChinaLiedAndPeopleDied ChineseVirus china ChinaMustPay japan usa England uk taiwan ccpchinajudgmentday ccp_is_evil_government ICantBreath icantbreathe,und,Tue Jun 09 10:57:00 +0000 2020,1177029499176677376,Alice ko,,,,Yau Tsim Mong District
1270310522974429185,Twitter is gonna remove this too #coronavirus #COVID__19 #ChinaLiedAndPeopleDied https://t.co/DVl6RkUuDT,coronavirus COVID__19 ChinaLiedAndPeopleDied,en,Tue Jun 09 11:03:24 +0000 2020,2246277617,Sachin s,,,,"Trivandrum, India"
1270311356571348993,RT @BildatL: #ChinaLiedAndPeopleDied and the world Health organization facilitated this lie... I'd rather watch paint dry. #WalkAway2020 #V…,ChinaLiedAndPeopleDied WalkAway2020,en,Tue Jun 09 11:06:43 +0000 2020,246535012,Robin,,,,"San Diego, CA"
1270313182108749825,Our democracy is in danger #StandWithHongKong #BoycottChina https://t.co/vKetQBcRKj,StandWithHongKong BoycottChina,en,Tue Jun 09 11:13:58 +0000 2020,3346143652,Dreamer 🇮🇹🇰🇷🇭🇰🇹🇼🇺🇸,,,,"Roma, Lazio"
