1262129658931355653,"#CCPVirus #ChinaLiedPeopleDie #Coronakrise 
KPCh-Virus (SARS-CoV2) zeigt: Vertrauen in KP-China ist gefährlich. Verbindung minimieren!

https://t.co/XTJT2q76jv https://t.co/sc3k90Zgnu",CCPVirus ChinaLiedPeopleDie Coronakrise,de,Sun May 17 21:15:34 +0000 2020,3909867868,Erik Rusch,,,,Berlin
1262135848579010561,"ICYMI, today's #RealityChek post presents some crucial US #CCPVirus numbers that reenforce the case for a faster, not slower, #reopening of the US #economy:  https://t.co/Bt3smzIkmw #lockdown #shutdown #WuhanVirus #CoronavirusUSA #COVID19 #testing #cases",RealityChek CCPVirus reopening economy lockdown shutdown WuhanVirus CoronavirusUSA COVID19 testing cases,en,Sun May 17 21:40:10 +0000 2020,790546093,(((Alan Tonelson))),,,,"Riverdale Park, MD "
1262136548553895940,"RT @AndresTesla: #China is the #Virus
#MadeInChina #BoycottChina #COVID19 #ChineseVirus #ChinaMustPay #coronavirus #Dogs @CNNEE @CCTV @Chin…",China Virus MadeInChina BoycottChina COVID19 ChineseVirus ChinaMustPay coronavirus Dogs,en,Sun May 17 21:42:57 +0000 2020,1116340681130356736,🐶🌷JennyStar🐶🌷#EndDogCatMeatTrade#BoycottChina,,,,The World 🌏
1262136656083247106,"RT @YusufDFI: Leaked Chinese Virus Database Covers 230 Cities, 640,000 Updates #ChinaLiedPeopleDied #WuhanVirus  https://t.co/sGZoCqiQCm",ChinaLiedPeopleDied WuhanVirus,en,Sun May 17 21:43:22 +0000 2020,778649336,Deepak Mittal,,,,India
1262136736299261952,"Coronavirus has mutated into at least 30 strains

 #Covid_19 #COVID1984 #Chinamustfall #ChinaVirus #ChinaLiedAndPeopleDied #WHO #pandemic #pandemia 
https://t.co/IvwDKF9MQC",Covid_19 COVID1984 Chinamustfall ChinaVirus ChinaLiedAndPeopleDied WHO pandemic pandemia,en,Sun May 17 21:43:41 +0000 2020,2314562983,DaLuckyOne,,,,"Louisville, KY"
1262136769488846849,"Coronavirus has mutated into at least 30 strains

 #Covid_19 #COVID1984 #Chinamustfall #ChinaVirus #ChinaLiedAndPeopleDied #WHO #pandemic #pandemia 
https://t.co/IvwDKF9MQC",Covid_19 COVID1984 Chinamustfall ChinaVirus ChinaLiedAndPeopleDied WHO pandemic pandemia,en,Sun May 17 21:43:49 +0000 2020,2314562983,DaLuckyOne,,,,"Louisville, KY"
1262136810081341448,"RT @DaLuckyOne1: Coronavirus has mutated into at least 30 strains

 #Covid_19 #COVID1984 #Chinamustfall #ChinaVirus #ChinaLiedAndPeopleDied…",Covid_19 COVID1984 Chinamustfall ChinaVirus ChinaLiedAndPeopleDied,en,Sun May 17 21:43:59 +0000 2020,2314562983,DaLuckyOne,,,,"Louisville, KY"
1262137013571997702,"RT @KarluskaP: China threatens to sanction Texas Rep. Dan Crenshaw, other GOP lawmakers, over coronavirus criticism- #ChinaLiedPeopleDied…",ChinaLiedPeopleDied,en,Sun May 17 21:44:48 +0000 2020,2906153937,K.O. (Kelz O'neil) 1776 🇺🇸,,,,"Small Town, USA"
1262138589447684101,The COVID-19 pandemic has exposed two very important issues. 1. The Chinese cannot be trusted. 2. Being China dependent in manufacturing has exposed how vulnerable companies are and it’s time for companies to move out of China. #COVID19 #ChinaLiedPeopleDied,COVID19 ChinaLiedPeopleDied,en,Sun May 17 21:51:03 +0000 2020,133252953,Suresh Penumatsa,,,,"Nashua, NH"
1262138837297479680,"Unfortunately, #SouthCarolina has continued to average 160 new cases per day of the last 30 days. No overall increase OR decrease in new cases. #COVIDー19 #coronavirususa #coronavirus #COVID19US #Covid_19 #CoronaVirusUpdates https://t.co/aREeuRn2EU https://t.co/QweOPgzhOh",SouthCarolina COVIDー19 coronavirususa coronavirus COVID19US Covid_19 CoronaVirusUpdates,en,Sun May 17 21:52:02 +0000 2020,1139556868618145792,"McLeod Frampton Gwynette, MD",,,,"Charleston, SC"
1262139429461929984,"All part CCP's and Xi Jinping's master plan. Slot in any sleepy, creepy, sloppy Joe. Inject propaganda against #POTUS . Get #BozoBiden elected. Prop up #PuppetPresident . Introduce new #CCPVirus 's, steal intellectual property, and win the Space Wars=WORLD DOMINATION! @EricTrump https://t.co/M2v6dlfcYt",POTUS BozoBiden PuppetPresident CCPVirus,en,Sun May 17 21:54:24 +0000 2020,1248355179008843779,Daniel_PURA_VIDA,,,,Costa Rica
1262139652011589632,"""The publicly available genetic data does not point to cross-species transmission of [SARS-COV-2] at the market"" - Molecular and Evolutionary Biologists Alina Chan and Shing Zhan

#ChinaLiedPeopleDied #ChinaDidThisToUs #coronavirus #ChinaIsAsshoe 

https://t.co/PBW3rW4Hgl",ChinaLiedPeopleDied ChinaDidThisToUs coronavirus ChinaIsAsshoe,en,Sun May 17 21:55:17 +0000 2020,262057350,L. John Whorfin 🦅 ⭐️⭐️⭐️ 🇺🇸,,,,Planet Ten
1262140092216307712,"Biggest Racist is #CCPChina , no FB, no Gmail, no Youtube, no Uighar, No religion, The whole world is getting killed by #CCPVirus , only its boss #Chinamustfall is safe how? https://t.co/XOwd5xbX0Z",CCPChina CCPVirus Chinamustfall,en,Sun May 17 21:57:02 +0000 2020,3241595461,Dr. Sumit Raj,,,,Jawahar Lal Nehru University
1262140233262473222,"RT @AzureRegen: @mrbcyber Beijing #CCPVirus is so guilty w/ the virus they let spread, blocking flights from Wuhan-to-China but not from Wu…",CCPVirus,en,Sun May 17 21:57:35 +0000 2020,1102376756038774784,Carlos,,,,NJ-USA
1262140845660057601,Orange County Doctor Breaks His Silence on COVID-19 https://t.co/9Xl987xV11 via @fleccas. #FleccasTalks #CCPVirus,FleccasTalks CCPVirus,en,Sun May 17 22:00:01 +0000 2020,18118720,KEN the GATCHAMAN,,,,"Azusa, CA"
1262141626589130752,"...N now china claims #Khazakistan #ChinaLiedPeopleDied
#WuhanVirus
#ChinaMustPay
@khazakylan
@JimDeMint
@alnassar_kw
#SaveTheChildren
Of #Uyghurs
@foxandfriends
#EricTrump
https://t.co/ZE8khKo2Gs",Khazakistan ChinaLiedPeopleDied WuhanVirus ChinaMustPay SaveTheChildren Uyghurs EricTrump,en,Sun May 17 22:03:07 +0000 2020,114691172,Yasin Ali,,,,HYDERABAD
1262141805430059008,"@mrbcyber @BBCNews China can help?  

China's coronavirus aid to Syria fits inside 2 boxes?    Yes!   2 boxes 

https://t.co/vlXradAYG7
#ChinaLiedPeopleDie 
#BoycottChina 
#MilkteaALLIANCE",ChinaLiedPeopleDie BoycottChina MilkteaALLIANCE,en,Sun May 17 22:03:50 +0000 2020,2801382576,PT #MilkTeaAlliance,,,,Hong Kong
1262142168556204032,"Even #Russia not able to control #COVID19 cases, then how can China do so? Either Before applying its #BioWeapon , China must have some counter medicine for it, which world don't know still. How China stopped #COVID19 ? #ChinaMustPay #ChinaLiedAndPeopleDied @POTUS @PMOIndia https://t.co/zR9Ws2PWO1",Russia COVID19 BioWeapon COVID19 ChinaMustPay ChinaLiedAndPeopleDied,en,Sun May 17 22:05:17 +0000 2020,3241595461,Dr. Sumit Raj,,,,Jawahar Lal Nehru University
1262142248352956417,"That's what I'm talking about 💪🇺🇲🇺🇲🇺🇲🇺🇲💪 #ChinaMustPay
#ChinaLiedPeopleDied and still dying. 😡😡😡😡😡 https://t.co/04p7BYukc6",ChinaMustPay ChinaLiedPeopleDied,en,Sun May 17 22:05:36 +0000 2020,967497844302209029,💖💉MELANIE💉💖👠👠🇺🇸🇮🇹🇺🇸🇺🇸🇺🇸🇮🇹🇺🇸,,,,Texas YALL ♥️🇺🇸♥️
1262142929038180352,"RT @CIG_KingJames: America and the world must consider and declare #CCPVirus cover up as an act of terrorism!

Peter Navarro blames China f…",CCPVirus,en,Sun May 17 22:08:18 +0000 2020,947623153773240321,🎸Mr. McBeeVee 🎸,,,,Please Help Spread The Word
1262143025809182721,Wow.... Chinese #BioWeapon is working more than expected... What a killing machine #CCP_is_terrorist #CCPVirus @COVID19USA https://t.co/oaQUzqEg1t,BioWeapon CCP_is_terrorist CCPVirus,en,Sun May 17 22:08:41 +0000 2020,3241595461,Dr. Sumit Raj,,,,Jawahar Lal Nehru University
1262143477493706752,"@DrTedros #china you killed millions, 
Blood is on your hands

#ChinaLiedAndPeopleDied
#China_is_terrorist
#ChineseVirus
#Chinamustfall
#ChineseBioterrorism
#ChineseWuhanVirus
#WuhanVirus
#ChineseVirusCorona
 https://t.co/ccE3nuYIPs https://t.co/YNbdgGodR1",china ChinaLiedAndPeopleDied China_is_terrorist ChineseVirus Chinamustfall ChineseBioterrorism ChineseWuhanVirus WuhanVirus ChineseVirusCorona,en,Sun May 17 22:10:29 +0000 2020,387016440,♛ Codetalker,,,,"Mumbai, India"
1262144215447998464,Good Joke....... #CCPVirus only harms its economic enemies @POTUS @COVID19USA . All know china already had some medicine for it. https://t.co/t1cuXzJw0q,CCPVirus,en,Sun May 17 22:13:25 +0000 2020,3241595461,Dr. Sumit Raj,,,,Jawahar Lal Nehru University
1262144365402689543,"RT @YusufDFI: Leaked Chinese Virus Database Covers 230 Cities, 640,000 Updates #ChinaLiedPeopleDied #WuhanVirus  https://t.co/sGZoCqiQCm",ChinaLiedPeopleDied WuhanVirus,en,Sun May 17 22:14:00 +0000 2020,25888286,Nimesh Soni❤️🇮🇳❤️🌏🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿,,,,"Leicester, United Kingdom"
1262144771230965762,"#Covid_19 : More than 60 nations back #Australia's call for an independent inquiry into the virus origins (which is #CHINA!)

https://t.co/x6Qp0Ryzv5 #chinavirus #chinesevirus #Chinamustfall #ChinaLiedPeopleDied #coronavirus #ChinaMustExplain #ChineseBioterrorism #WuhanVirus",Covid_19 Australia CHINA chinavirus chinesevirus Chinamustfall ChinaLiedPeopleDied coronavirus ChinaMustExplain ChineseBioterrorism WuhanVirus,en,Sun May 17 22:15:37 +0000 2020,1172603457980837890,🇺🇸 Peregrinus illustrati 🇺🇸,,,,US of A
1262145212446642176,"CHINESE AMBASSADOR TO ISRAEL FOUND DEAD - WW3 NARRATIVE BUILDING?
https://t.co/8ykGiWwf6L
#ChinaLiedPeopleDied #china #ChineseVirus #ChineseAmbassador #ChineseAmbassadorDead #israel #WW3 #newworldorder  #COVID__19 #COVIDIOT #COVIDIOTS #covid #coronavirus #scamdemic #plandemic https://t.co/k74iOOEsm7",ChinaLiedPeopleDied china ChineseVirus ChineseAmbassador ChineseAmbassadorDead israel WW3 newworldorder COVID__19 COVIDIOT COVIDIOTS covid coronavirus scamdemic plandemic,en,Sun May 17 22:17:22 +0000 2020,566810805,SupremeLordCommander,,,,"Montreal, Quebec, Canada"
1262145251034181635,"RT @Naumovich: @Inevitable_ET Soooo, #hcq is both a cure and #vaccine for the #coronavirus or #CCPVirus we were attacked with. If it is doe…",hcq vaccine coronavirus CCPVirus,en,Sun May 17 22:17:32 +0000 2020,16350292,A Good Egg,,,,United States
1262145379975471105,"You could not make this up.....

#COVIDIDIOTS
#CoVID19UK #CCPVirus
#CCPLiedPeopleDied
#coronavirusuk https://t.co/KZqBcOLqkI",COVIDIDIOTS CoVID19UK CCPVirus CCPLiedPeopleDied coronavirusuk,en,Sun May 17 22:18:02 +0000 2020,469832389,Ross A 🇬🇧🇪🇺,,,,Brum
1262145787015958530,#CCP_is_terrorist is targetting the @POTUS to create confusion and distrust in Uniting forces against #Covid19 #Chinamustfall #ChinaMustPay https://t.co/GyJ8JlGx1M,CCP_is_terrorist Covid19 Chinamustfall ChinaMustPay,en,Sun May 17 22:19:39 +0000 2020,3241595461,Dr. Sumit Raj,,,,Jawahar Lal Nehru University
1262146039198466048,"RT @FreeRadioRevolu: CHINESE AMBASSADOR TO ISRAEL FOUND DEAD - WW3 NARRATIVE BUILDING?
https://t.co/8ykGiWwf6L
#ChinaLiedPeopleDied #china…",ChinaLiedPeopleDied china,en,Sun May 17 22:20:39 +0000 2020,1193514812334055424,Mary DiTullio,,,,Planet Earth
1262146543148322816,The Hindenburg was also chock full of #Chinavirus victims. https://t.co/7at4fBGUkm https://t.co/L2FiSBgX3x,Chinavirus,en,Sun May 17 22:22:40 +0000 2020,2409230497,JB,,,,People’sRepublic of Mass. 
1262147207639240704,"RT @FreeRadioRevolu: CHINESE AMBASSADOR TO ISRAEL FOUND DEAD - WW3 NARRATIVE BUILDING?
https://t.co/8ykGiWwf6L
#ChinaLiedPeopleDied #china…",ChinaLiedPeopleDied china,en,Sun May 17 22:25:18 +0000 2020,2445161656,Meggy Weggy46🇮🇪,,,,Ireland
1262148215534546944,Chinese cartoonist's art in support of Hong Kong protests in Denmark | W... https://t.co/Ufi8qCQBOa via @YouTube #CCP #CCP_is_terrorist #BoycottChina #CCPLiedPeopleDied #WuhanVirus #ChinaMustPay #ChineseBioterrorism #ChinaVirus #Quitchina #censorship #FreedomOfSpeech #Humanright,CCP CCP_is_terrorist BoycottChina CCPLiedPeopleDied WuhanVirus ChinaMustPay ChineseBioterrorism ChinaVirus Quitchina censorship FreedomOfSpeech Humanright,en,Sun May 17 22:29:18 +0000 2020,1229354557181812737,Emiliana,,,,"Manitoba, Canada"
1262148514420682752,EU's new report claims China is trying to 'divide &amp; rule' | World News |... https://t.co/8QXAhfe1qK via @YouTube #CCP #CCP_is_terrorist #BoycottChina #CCPLiedPeopleDied #WuhanVirus #ChinaMustPay #ChineseBioterrorism #ChinaVirus #Quitchina #censorship #FreedomOfSpeech #Humanright,CCP CCP_is_terrorist BoycottChina CCPLiedPeopleDied WuhanVirus ChinaMustPay ChineseBioterrorism ChinaVirus Quitchina censorship FreedomOfSpeech Humanright,en,Sun May 17 22:30:30 +0000 2020,1229354557181812737,Emiliana,,,,"Manitoba, Canada"
1262148903199141888,China’s communication freeze with Australia sends a ‘worrying message ab... https://t.co/vyWCmiObFW via @YouTube #CCP #CCP_is_terrorist #BoycottChina #CCPLiedPeopleDied #WuhanVirus #ChinaMustPay #ChineseBioterrorism #ChinaVirus #Quitchina #censorship #FreedomOfSpeech #Humanright,CCP CCP_is_terrorist BoycottChina CCPLiedPeopleDied WuhanVirus ChinaMustPay ChineseBioterrorism ChinaVirus Quitchina censorship FreedomOfSpeech Humanright,en,Sun May 17 22:32:02 +0000 2020,1229354557181812737,Emiliana,,,,"Manitoba, Canada"
1262149242388246529,China facing global pressure for COVID-19 inquiry https://t.co/Ww8eU7rDQw via @YouTube #CCP #CCP_is_terrorist #BoycottChina #CCPLiedPeopleDied #WuhanVirus #ChinaMustPay #ChineseBioterrorism #ChinaVirus #Quitchina #censorship #FreedomOfSpeech #Humanright,CCP CCP_is_terrorist BoycottChina CCPLiedPeopleDied WuhanVirus ChinaMustPay ChineseBioterrorism ChinaVirus Quitchina censorship FreedomOfSpeech Humanright,en,Sun May 17 22:33:23 +0000 2020,1229354557181812737,Emiliana,,,,"Manitoba, Canada"
1262149323099430912,World backs Australia’s push for coronavirus probe in a bid to ‘protect global health’ | The New Daily https://t.co/7azA451a93 #BoycottChina #ChineseVirus #bbcqt #Birmingham #coronavirus #HappyEid #Happy_Eid #Eid_Mubarak,BoycottChina ChineseVirus bbcqt Birmingham coronavirus HappyEid Happy_Eid Eid_Mubarak,en,Sun May 17 22:33:42 +0000 2020,1189947320756047873,Maz,,,,United Kingdom
1262149403583942656,"RT @FreeRadioRevolu: CHINESE AMBASSADOR TO ISRAEL FOUND DEAD - WW3 NARRATIVE BUILDING?
https://t.co/8ykGiWwf6L
#ChinaLiedPeopleDied #china…",ChinaLiedPeopleDied china,en,Sun May 17 22:34:02 +0000 2020,339542327,Jupiter Expanding Mind 🔱 Neptune Sea of Feelings,,,,probablyoutofmymind🤪🤣
1262149432977416192,Chinese Aluminum Giant Causing Worries About Market Invasion | CCP Virus... https://t.co/Vpdi9Ka09o via @YouTube #CCP #CCP_is_terrorist #BoycottChina #CCPLiedPeopleDied #WuhanVirus #ChinaMustPay #ChineseBioterrorism #ChinaVirus #Quitchina #censorship #FreedomOfSpeech #Humanright,CCP CCP_is_terrorist BoycottChina CCPLiedPeopleDied WuhanVirus ChinaMustPay ChineseBioterrorism ChinaVirus Quitchina censorship FreedomOfSpeech Humanright,en,Sun May 17 22:34:09 +0000 2020,1229354557181812737,Emiliana,,,,"Manitoba, Canada"
1262149635361013760,India backs demand for probe into COVID-19 pandemic https://t.co/BW9SCUC0Dr via @YouTube #CCP #CCP_is_terrorist #BoycottChina #CCPLiedPeopleDied #WuhanVirus #ChinaMustPay #ChineseBioterrorism #ChinaVirus #Quitchina #censorship #FreedomOfSpeech #Humanright,CCP CCP_is_terrorist BoycottChina CCPLiedPeopleDied WuhanVirus ChinaMustPay ChineseBioterrorism ChinaVirus Quitchina censorship FreedomOfSpeech Humanright,en,Sun May 17 22:34:57 +0000 2020,1229354557181812737,Emiliana,,,,"Manitoba, Canada"
1262149884280320000,Trump: We have a lot of information on Wuhan lab and it’s not good https://t.co/UbFmvJeUzH via @YouTube #CCP #CCP_is_terrorist #BoycottChina #CCPLiedPeopleDied #WuhanVirus #ChinaMustPay #ChineseBioterrorism #ChinaVirus #Quitchina #censorship #FreedomOfSpeech #Humanright,CCP CCP_is_terrorist BoycottChina CCPLiedPeopleDied WuhanVirus ChinaMustPay ChineseBioterrorism ChinaVirus Quitchina censorship FreedomOfSpeech Humanright,en,Sun May 17 22:35:56 +0000 2020,1229354557181812737,Emiliana,,,,"Manitoba, Canada"
1262150632087191555,"RT @ChrisDeluge: No Spike in CCP Virus in Places Reopening, Says Health Secretary

https://t.co/FAw7hQKSAf

#CCPVirus #COVID19 #WWG1WGAWORL…",CCPVirus COVID19,en,Sun May 17 22:38:54 +0000 2020,1260408171954409472,Chris Deluge,,,,"Washington, DC"
1262150641117392896,"Taiwan seeks observer status vote in W.H.O, China oposes https://t.co/L3HxhYSX0w via @YouTube #CCP #CCP_is_terrorist #BoycottChina #CCPLiedPeopleDied #WuhanVirus #ChinaMustPay #ChineseBioterrorism #ChinaVirus #Quitchina #censorship #FreedomOfSpeech #Humanright",CCP CCP_is_terrorist BoycottChina CCPLiedPeopleDied WuhanVirus ChinaMustPay ChineseBioterrorism ChinaVirus Quitchina censorship FreedomOfSpeech Humanright,en,Sun May 17 22:38:57 +0000 2020,1229354557181812737,Emiliana,,,,"Manitoba, Canada"
1262150846835355648,"As of 17/5/2020 00:00

Confirmed       16285 (+59)
　Hospitalized  3943 (-236)
　Discharged    11415 (+262)
　Death         744 (+19)

Excluding Diamond Princess cruise ship

https://t.co/8DxtfiJYZH

#COVID19 #Covid_19 #coronavirus #coronavirusjapan",COVID19 Covid_19 coronavirus coronavirusjapan,en,Sun May 17 22:39:46 +0000 2020,1250238270706872320,Situation of Coronavirus in Japan,,,,japan
1262151132970840064,"Ok yeah, here ya go - this is just about right.  

Let's have Justin Trudeau approve a Vaccine Trial  
I am pretty sure he is trained to do this 

#q #qanon   #comforting #covid19 #JustinTrudeau  #wuhanvirus #OhCanada! #billgatesisjelly #drfauci #who",q qanon comforting covid19 JustinTrudeau wuhanvirus OhCanada billgatesisjelly drfauci who,en,Sun May 17 22:40:54 +0000 2020,1089683317971083272,PSSnVNGR,,,,Almost out of make up
1262151222737297408,"RT @YusufDFI: Leaked Chinese Virus Database Covers 230 Cities, 640,000 Updates #ChinaLiedPeopleDied #WuhanVirus  https://t.co/sGZoCqiQCm",ChinaLiedPeopleDied WuhanVirus,en,Sun May 17 22:41:15 +0000 2020,17686699,Vivek R Tandon,,,,Mumbai
1262151526392315905,Rep. Collins: It's amazing to witness how the media treats the president https://t.co/mTEaRZdckc via @YouTube #CCP #CCP_is_terrorist #BoycottChina #CCPLiedPeopleDied #WuhanVirus #ChinaMustPay #ChineseBioterrorism #ChinaVirus #Quitchina #censorship #FreedomOfSpeech #Humanright,CCP CCP_is_terrorist BoycottChina CCPLiedPeopleDied WuhanVirus ChinaMustPay ChineseBioterrorism ChinaVirus Quitchina censorship FreedomOfSpeech Humanright,en,Sun May 17 22:42:28 +0000 2020,1229354557181812737,Emiliana,,,,"Manitoba, Canada"
1262152699178614790,The latest NewsStand! https://t.co/IfPAwgeLXv #chinaliedpeopledied #wuhanvirus,chinaliedpeopledied wuhanvirus,en,Sun May 17 22:47:07 +0000 2020,26465627,Puneet Mathur,,,,"New Delhi, Delhi"
1262152796280893442,The latest The sunesh pv Daily! https://t.co/B5Sh6N95bp #chinaliedpeopledied #wuhanvirus,chinaliedpeopledied wuhanvirus,en,Sun May 17 22:47:30 +0000 2020,48983743,sunesh pv,,,,Bangalore
1262153206542499845,Don’t tell China. We’re trying to limit their influence over here. #ChinaLiedPeopleDied https://t.co/w5fc5gdgAg,ChinaLiedPeopleDied,en,Sun May 17 22:49:08 +0000 2020,1260666808287334404,fiasco,,,,you already know
1262153269448773633,"Lying b@st@rds! May 3, the NYSTOH stopped including #CCPVirus patients that died outside of the facility... residents who contracted the virus in the long-term facilities but died in the hospital were not added to New York’s eldercare home death toll. https://t.co/8l6OgbxHa0",CCPVirus,en,Sun May 17 22:49:23 +0000 2020,575857218,Jacki Barron ❌🇺🇸✡️⭐️,,,,Left corrupt Chicago for ☀️FL
1262153540870389760,Do masks work? Do they stop the spread of the #covid19? #q #qanon #wuhanvirus #pandemic #askchina #drfauci #billgateswannastickaneedleinyoass #who #coronavirus #socialdistancing #sixfeetpleasesixfeet #walmartblockedahusbandandwifefromenteringtogether,covid19 q qanon wuhanvirus pandemic askchina drfauci billgateswannastickaneedleinyoass who coronavirus socialdistancing sixfeetpleasesixfeet walmartblockedahusbandandwifefromenteringtogether,en,Sun May 17 22:50:28 +0000 2020,1089683317971083272,PSSnVNGR,,,,Almost out of make up
1262153944291332098,"#CCPVirus
#XijinpingVirus
China facing global pressure for COVID-19 inquiry
3,717 views•May 17, 2020
27 European Union member states
UK
India
Japan
Russia
are among 62 nations who will support motion for probe into virus &amp; World Health Organization
https://t.co/zSQ5kGefe6",CCPVirus XijinpingVirus,en,Sun May 17 22:52:04 +0000 2020,813045919881003008,PeterRMare,,,,"Ozone Park, Queens"
